Date,close,returns
2023-05-12,1128.8778076171875,0.0016327848909072351
2023-05-15,1131.1043701171875,0.001972368032196359
2023-05-16,1114.99609375,-0.014241193644684236
2023-05-17,1108.4073486328125,-0.005909209148014072
2023-05-18,1106.0218505859375,-0.002152185340360102
2023-05-19,1109.6114501953125,0.0032455051475459573
2023-05-22,1115.5413818359375,0.005344151450114465
2023-05-23,1115.3369140625,-0.00018329017351292887
2023-05-24,1108.8389892578125,-0.005825974844694715
2023-05-25,1108.7027587890625,-0.00012285865672989615
2023-05-26,1138.9427490234375,0.027275110479028086
2023-05-29,1145.3497314453125,0.0056253770677836545
2023-05-30,1145.054443359375,-0.000257814777295029
2023-05-31,1122.3118896484375,-0.019861547931480983
2023-06-01,1119.2900390625,-0.0026925230088082897
2023-06-02,1115.6322021484375,-0.0032679973790584738
2023-06-05,1125.6517333984375,0.008981034458045212
2023-06-06,1126.6058349609375,0.0008475992477881
2023-06-07,1135.148681640625,0.007582817711913936
2023-06-08,1135.8302001953125,0.0006003782286057024
2023-06-09,1127.787353515625,-0.007081029081903667
2023-06-12,1128.7869873046875,0.0008863672623622421
2023-06-13,1145.46337890625,0.01477372771755836
2023-06-14,1159.549560546875,0.012297365328322707
2023-06-15,1159.86767578125,0.0002743438014196631
2023-06-16,1171.159423828125,0.009735376097337323
2023-06-19,1159.5269775390625,-0.009932419150110228
2023-06-20,1161.9351806640625,0.0020768840843281566
2023-06-21,1165.206787109375,0.0028156531446468236
2023-06-22,1152.1202392578125,-0.011231094769047267
2023-06-23,1142.691650390625,-0.008183684780384892
2023-06-26,1133.9671630859375,-0.0076350319893429
2023-06-27,1134.376220703125,0.0003607314484084245
2023-06-28,1149.3939208984375,0.013238729727606646
2023-06-30,1158.8226318359375,0.008203202371324547
2023-07-03,1188.5628662109375,0.025664181521793505
2023-07-04,1176.31689453125,-0.010303175395952602
2023-07-05,1174.3856201171875,-0.0016417977358321734
2023-07-06,1199.03662109375,0.02099055076483536
2023-07-07,1196.6964111328125,-0.0019517418565604405
2023-07-10,1242.7947998046875,0.038521372875379045
2023-07-11,1256.267578125,0.010840710246317276
2023-07-12,1257.653564453125,0.0011032572616365144
2023-07-13,1246.407470703125,-0.008942123703907456
2023-07-14,1245.3621826171875,-0.0008386407418978781
2023-07-17,1270.8084716796875,0.02043284228289588
2023-07-18,1281.6002197265625,0.008492033447503822
2023-07-19,1291.3243408203125,0.00758748394708042
2023-07-20,1289.7606201171875,-0.0012109434118864337
2023-07-21,1249.834716796875,-0.030956057036913398
2023-07-24,1224.554931640625,-0.020226502605910968
2023-07-25,1223.767333984375,-0.0006431705396791054
2023-07-26,1243.6561279296875,0.01625210396861787
2023-07-27,1232.087158203125,-0.009302386300159449
2023-07-28,1244.4686279296875,0.010049183326137134
2023-07-31,1255.00390625,0.008465684135275486
2023-08-01,1237.2564697265625,-0.01414133966838993
2023-08-02,1224.0380859375,-0.010683624707158557
2023-08-03,1218.8934326171875,-0.004203017356581795
2023-08-04,1235.4595947265625,0.01359114887821189
2023-08-07,1242.49951171875,0.005698217102555692
2023-08-08,1235.0162353515625,-0.006022760006429206
2023-08-09,1243.1640625,0.006597344160514718
2023-08-10,1248.7022705078125,0.004454929300863997
2023-08-11,1253.969970703125,0.004218539775034058
2023-08-14,1268.788330078125,0.01181715648795878
2023-08-16,1267.7545166015625,-0.0008148037399577923
2023-08-17,1249.4654541015625,-0.014426343791720031
2023-08-18,1258.7208251953125,0.0074074645788466675
2023-08-21,1244.986328125,-0.010911472024133229
2023-08-22,1244.68994140625,-0.00023806423577066305
2023-08-23,1246.0732421875,0.001111361741774175
2023-08-24,1225.1259765625,-0.016810621491419542
2023-08-25,1219.46923828125,-0.004617270704782461
2023-08-28,1207.3155517578125,-0.00996637401085021
2023-08-29,1195.755126953125,-0.00957531341980633
2023-08-30,1194.618896484375,-0.0009502200267752503
2023-08-31,1189.15966796875,-0.00456984945717076
2023-09-01,1191.9508056640625,0.0023471513292072643
2023-09-04,1190.987548828125,-0.0008081347244870418
2023-09-05,1197.36083984375,0.005351265864950383
2023-09-06,1199.88037109375,0.0021042372242012775
2023-09-07,1201.5106201171875,0.0
2023-09-08,1209.51416015625,0.0
2023-09-11,1222.556884765625,0.0
2023-09-12,1204.8948974609375,-0.0
2023-09-13,1210.9222412109375,0.0
2023-09-14,1212.03369140625,0.0
2023-09-15,1214.2816162109375,0.0
2023-09-18,1203.709228515625,-0.0
2023-09-20,1176.8826904296875,-0.0
2023-09-21,1168.31103515625,-0.0
2023-09-22,1163.4447021484375,-0.0
2023-09-25,1156.2811279296875,-0.0
2023-09-26,1157.2939453125,0.0
2023-09-27,1170.336669921875,0.0
2023-09-28,1153.14404296875,-0.0
2023-09-29,1158.529052734375,0.0
2023-10-03,1145.263916015625,-0.0
2023-10-04,1143.2877197265625,-0.0
2023-10-05,1143.26318359375,-0.0
2023-10-06,1145.1898193359375,0.0
2023-10-09,1135.4324951171875,-0.0
2023-10-10,1140.447021484375,0.0
2023-10-11,1158.5537109375,0.0
2023-10-12,1160.7027587890625,0.0
2023-10-13,1160.6534423828125,-0.0
2023-10-16,1158.0596923828125,-0.0
2023-10-17,1163.5928955078125,0.0
2023-10-18,1148.1541748046875,-0.0
2023-10-19,1139.33544921875,-0.0
2023-10-20,1135.8525390625,-0.0
2023-10-23,1118.1163330078125,-0.0
2023-10-25,1115.522705078125,-0.0
2023-10-26,1099.98486328125,-0.0
2023-10-27,1119.40087890625,0.0
2023-10-30,1142.47265625,0.0
2023-10-31,1130.3192138671875,-0.0
2023-11-01,1135.0125732421875,0.0
2023-11-02,1146.2767333984375,0.0
2023-11-03,1146.0296630859375,-0.0
2023-11-06,1155.564697265625,0.0
2023-11-07,1148.0552978515625,-0.0
2023-11-08,1154.033203125,0.0
2023-11-09,1141.50927734375,-0.0
2023-11-10,1143.6583251953125,0.0
2023-11-13,1143.51025390625,-0.0
2023-11-15,1164.185791015625,0.0
2023-11-16,1166.285400390625,0.0
2023-11-17,1163.7412109375,-0.0
2023-11-20,1160.6781005859375,-0.0
2023-11-21,1175.2769775390625,0.0
2023-11-22,1179.87158203125,0.0
2023-11-23,1183.4781494140625,0.0
2023-11-24,1182.6876220703125,-0.0
2023-11-28,1182.9346923828125,0.0
2023-11-29,1186.047119140625,0.0026311061615269526
2023-11-30,1174.5606689453125,-0.009684649125605738
2023-12-01,1182.88525390625,0.007087403129556913
2023-12-04,1195.6810302734375,0.010817428254289219
2023-12-05,1204.3514404296875,0.007251440757797489
2023-12-06,1215.8873291015625,0.009578506974475154
2023-12-07,1213.8863525390625,-0.0016456924211707413
2023-12-08,1213.244140625,-0.000529054398477391
2023-12-11,1215.022705078125,0.0014659575872411068
2023-12-12,1197.5830078125,-0.014353392074680338
2023-12-13,1202.4739990234375,0.004084051943815892
2023-12-14,1217.39404296875,0.01240778923904351
2023-12-15,1232.9317626953125,0.012763098206618473
2023-12-18,1245.48046875,0.010177940445994071
2023-12-19,1263.809326171875,0.01471629453994594
2023-12-20,1248.518798828125,-0.01209876128234122
2023-12-21,1266.0079345703125,0.014007907416855092
2023-12-22,1267.2430419921875,0.000975592165063377
2023-12-26,1273.66552734375,0.0050680770292224064
2023-12-27,1278.01318359375,0.003413499193204217
2023-12-28,1287.251708984375,0.0072288185358513335
2023-12-29,1277.0743408203125,-0.007906276676915236
